,Unnamed: 0,comment,isHate
374,374,problem islam think right tell human beings good person right wrong example men love hurt nobody think god told stop interfere ppls life non business think burn let think stop bc god told thats thing,0.5
375,375,older hispanic woman shouldnt episode view everything shallow asskissy story brother law killed illegal alien im truly sorry lost hate sound insensitive anybody couldve killed including legal citizen united states theyre twisted people everywhere dont pull illegal alien card violence bc thats everyday part life us without people coming illegally,0.5
376,376,male gene stronger course asian male breed white women child look asian reverse child look mush whiter,0.5
377,377,fat bitches annoying hell,0.5
378,378,best thing sterilize women try save children,0.5
379,379,whore better eyelashes women,0.5
380,380,punch turned immigrants jaw direction nigeria,0.5
381,381,syria religion problem,0.5
382,382,slow death people like,0.5
383,383,seriously arab turks ive ever met something crime either someone family,0.5
384,384,put woman abuse fat woman dont put kind guy,0.5
385,385,perfect place lana china myanmar trouble know handle pigs,0.5
386,386,pale cancer back west pacific ocean,0.5
387,387,legal immigrants like hero officer singh murdered line duty illegal aliens belong deport today,0.5
388,388,todays episode guess gender,0.5
389,389,oh god yes feel shrapnel pierce skin let fire consume flesh lay lifeless unforgiving sand seeps wounds screams gives murcia fuck yeah patriotic songs earth burn hell goats,0.5
390,390,americans nazis kkk members elected trump,0.5
391,391,magnificient contrary media reports hope people europe expel leeches,0.5
392,392,lmao watching church burn,0.5
393,393,killing see gays treated like think lesbians privileged people,0.5
394,394,little work eyebrows could waitress day annoying freeloader dudes house night,0.5
395,395,sick sad young people think concept clout like rap niggers invented arent even properly taught english language anymore,0.5
396,396,nose thors hammer,0.5
397,397,dream wished died dont call man talking like queen,0.5
398,398,ill vote forbid people hear driver licences clearly threads,0.5
399,399,way get children without get women pregnant ready killed,0.5
400,400,idiots always religion stupid thing humans invented,0.5
401,401,would beat shit every russian,0.5
402,402,notice lgbt cancer starting slowly affect sa countries like japan,0.5
403,403,hate man wish lady man earth existed,0.5
404,404,guess god white,0.5
405,405,didnt know future gay gym teachers take aids tests,0.5
406,406,stand feminist like men manly like treated like lady dear men woman asks help ask feminist say yes remind everything without men help,0.5
407,407,humans third leg hope distinct soon much love,0.5
408,408,kid acting like sloth like pug dog isnt hard place id put dedicated institute problematics pay visit year max,0.5
409,409,europe allow millions rapists animals go,0.5
410,410,anyone converted forcebly profits christianity may hindu groups jealous christians coming want christians hindu goons tied saffron forehead gaurdian hinduism like shankar acharya vivekananda,0.5
411,411,hope knock ass ground rip dress shame hernow thats powerful image,0.5
412,412,hello im calling tech support indian accent,0.5
413,413,go bleach black pussy doll come talk,0.5
414,414,generally speaking women lazy worthless,0.5
415,415,fucking slut deserved,0.5
416,416,fuck freaking church brought together people well thats power matter fact,0.5
417,417,france let refugees happened fucking animals,0.5
418,418,every femaledominated job low skill minimal education required much physical exertion indoors tightly controlled hours,0.5
419,419,easter silly holiday ever existed must stopped shame shame shame,0.5
420,420,world favor pour bleach glass,0.5
421,421,disgusting sick queer kill,0.5
422,422,disability centres around world thats money goes lets take em,0.5
423,423,come kill wife,0.5
424,424,catholicism beast comes daniels dream interpretation,0.5
425,425,calling period natural procedure excuse degrades gender suppose agree though degraded anyways,0.5
426,426,believe whites superior every way nips western countries prosperous specifically racial differences,0.5
427,427,antilgbt people sad ignoranti cant believe ithow see stupid,0.5
428,428,people fucked queer thing yall realize shitty gender roles absurd see reverse genders roles,0.5
429,429,actually weird people harmful need medications mother know like deny,0.5
430,430,abu da bi aba du ba ba hamud see im arab priest sound right jokes,0.5
431,431,homo fuck brother instead sister,0.5
432,432,chased every white country hunted like animals evil schemes plots,0.5
433,433,men women equal irrational contrary belief policy result mounting failure,0.4
434,434,im sad fucking situation muslims,0.4
435,435,look like someone would electric wheelchair race stephen hawking,0.3333333333333333
436,436,ask call male youll always woman,0.3333333333333333
437,437,yo im going hell homosexual god make like,0.3333333333333333
438,438,people dumb police yelling everyone get area yet people stood recorded guess want die,0.3333333333333333
439,439,white police officers always victims,0.3333333333333333
440,440,fuck disgusting absolutely disgusted disappointed todays america,0.3333333333333333
441,441,wellcongratulations u loose one ur subscriber shame u guys u guys sick,0.3333333333333333
442,442,need exterminate people subject children perversion,0.3333333333333333
443,443,repeating past used germany jews china muslims,0.3333333333333333
444,444,trumps liar idiot douche bag narcissist zionist boot licker,0.3333333333333333
445,445,illegals want sue company money owed money owe america cost money educated medical care welfare ect,0.3333333333333333
446,446,women sort psychopath goes ways either male female toxic relationship need get help sooner better,0.3333333333333333
447,447,people treating women like dogs,0.3333333333333333
448,448,fuckhead makes ashamed jewish shit people like destroying everything,0.3333333333333333
449,449,cop get arrest walking like freely public problematics must stay home locked sue parents,0.3333333333333333
450,450,theyll get know homosexuality anyways dont get whats wrong people nowadays dont teach homosexuality stop teaching heterosexuality also,0.3333333333333333
451,451,theres nowhere world woman equal places president prime minister queen america australia canada britain scandinavia france shall go like honestly woman u live equal world stop selfobsessed stop refusing look facts women already equal men long time,0.3333333333333333
452,452,one facility opened us provide shelter abused men feminist protested closed none,0.3333333333333333
453,453,history men hitting women provocations hitting women comes ijslets real however never hit man kicked balls im school hit imma hit back man woman child get trust ima try hit harder hit bc dont want smoke however stand women hitting men expecting retaliation thats wack put grown panties take consequences slaps punches especially ball kicking used get away attack reason prove point emotions dont think equality bc menwomen douches equal response unprovoked attack gender,0.3333333333333333
454,454,evil realigion cristian right europe american asia australia puertorican discusting mind craquers san bernardian bravo mr president,0.3333333333333333
455,455,wheelchaired woman actually scary,0.3333333333333333
456,456,safest civilised society world japan banned islam coincidence,0.3333333333333333
457,457,rotten nasty bastards,0.3333333333333333
458,458,next time like front one like shout left ear trash worthless hahahhaa know im bad man im badman,0.3333333333333333
459,459,thanks god least music pale pain blind oh cant hear haha,0.3333333333333333
460,460,sorry black americans danger homosexuals homosexuals much privilege african americans latinos arabs,0.3333333333333333
461,461,something hate bisexualpeople always say your either gay straightbisexual isnt real thing shut da fuq real thing,0.3333333333333333
462,462,sterilised upon arrival future doesnt exist,0.3333333333333333
463,463,said crazy loving god well literally crazy relief life,0.3333333333333333
464,464,send em home metal crate theyre probation years crime straight home many kids straight home bye,0.3333333333333333
465,465,poor women,0.3333333333333333
466,466,people barbaric cultures desert religions,0.3333333333333333
467,467,people say yaaaassss queen sterilised,0.3333333333333333
468,468,people changing genders left right cant even decide tattoo,0.3333333333333333
469,469,people genuinely good learned hate europe white christian killed happened muslim world,0.3333333333333333
470,470,feminists accusing woman demons abusing women time,0.3333333333333333
471,471,sea filled disgusting dead filth like ruined mediterranean vacations,0.3333333333333333
472,472,michael jackson sick man sick fans,0.3333333333333333
473,473,love love god excepts everyone mean everyone mean everyone im christian pan sexual respect every single person lgbtq community,0.3333333333333333
474,474,lol im korean koreans know look anything like drawing many square faces see diversity korean faces answers revealed end find video esp initial commentary pretty biased ethnically chinese people telling youtube tell asians apart asians racist people asians,0.3333333333333333
475,475,lesbian chewbacca,0.3333333333333333
476,476,shoot one less deal future,0.3333333333333333
477,477,“ genderless ” look like girls,0.3333333333333333
478,478,isnt awkward women work public services lowiq,0.3333333333333333
479,479,guy actually autistic faking,0.3333333333333333
480,480,case hire women lesser get profit,0.3333333333333333
481,481,masculine woman dude,0.3333333333333333
482,482,fking queen move direction please move away camera used take picture applies every women,0.3333333333333333
483,483,white people gone earth go directly back stone age even kidding,0.3333333333333333
484,484,men come norway seek liberty human rights respect women rights norway people dont show pity accepting kind people country,0.3333333333333333
485,485,god hates lgbt members much make people mean look jesus dads turned perfectly fine,0.3333333333333333
486,486,id beat fuck ass wasnt actor,0.3333333333333333
487,487,im sure woman widows aborted monster child hits helping living life,0.3333333333333333
488,488,ill take feminists seriously start talking sending women combat amount women men killed wounded battle exactly equality right,0.3333333333333333
489,489,id love destroy need tech support,0.3333333333333333
490,490,propose suicide evert politician,0.3333333333333333
491,491,dont hate kids problems im saying feel ver uncomfortable around weirdos dont like please god make child healthy good one,0.3333333333333333
492,492,white go school whare mostly black kids made fun skin best friends mom dose like white change schools,0.3333333333333333
493,493,humiliating str guy str guys like dumb things,0.3333333333333333
494,494,fuck million subscribers fucking twat,0.3333333333333333
495,495,holy shit kill,0.3333333333333333
496,496,complaining rights violated well maybe come uninvited country,0.3333333333333333
497,497,fuck prophet,0.3333333333333333
498,498,fat bastard forget vets kick ass caught,0.3333333333333333
499,499,faggot youre probably fatass,0.3333333333333333
500,500,deport military aircraft dump back originated family,0.3333333333333333
501,501,congratulations figured moron decided moron anymore youre freakin hero,0.3333333333333333
502,502,citronella great venezuelan repellent,0.3333333333333333
503,503,brown people love white countries,0.3333333333333333
504,504,bro delete yo shit youtube rn fuck outta yo clout chasing ass,0.3333333333333333
505,505,black person think rappers stop putting nword song plus proud white proud black,0.3333333333333333
506,506,anyone cope gender born needs serious psychological therapy,0.3333333333333333
507,507,anxiety definition human meme anxiety disorders excuse thing,0.3333333333333333
508,508,dislikes fucking homophopes,0.3333333333333333
509,509,theses people talking nigeria since cared nigeria find care nigeria relevenat killed farmers nigeria living peacefully its muslims sure terrorist attacks every must remember kill innocent muslims many terrorists groups use religion excuse come isis killing people come iraqi forces trying drive isis muslims cause scum muslims,0.3333333333333333
510,510,problems men one ever care,0.3333333333333333
511,511,asian people look identical one mother asia,0.3333333333333333
512,512,‚äúeveryone wins‚äù yeah except little girls youre trying rape,0.3333333333333333
513,513,sorry born indian,0.3333333333333333
514,514,support trans peoples rights free discrimination biological males allowed compete women athletic competitions,0.3333333333333333
515,515,nose detect immigration officer yards,0.3023255813953488
516,516,allowed gay also allowed hate gay people thats freedom people hate believe full right jack chris hemsworth believe businesss right serve might right fair freedom doesnt discriminate ethics,0.296875
517,517,said still convinced male sorely lost hipster girl maybe though,0.25
518,518,wow ur mom know gay u,0.25
519,519,women create children men women bear children,0.25
520,520,fuck stupid people,0.25
521,521,type dude see chat roulette,0.25
522,522,beat ass deserves,0.25
523,523,dont see dont create transgender category seems obvious fair solution great athletes still compete playing field level mean create weight categories maximise fairness boxingmma fights recognise two people male compete different levels transgender athletes surely,0.2
524,524,guys fell bad hope dont happen im islam,0.1666666666666666
525,525,take gun home gun protection kill everyone tries enter home without approval,0.1666666666666666
526,526,fat ugly suppose makes fugly,0.1666666666666666
527,527,yet vastly money spent breast cancer prostate cancer lethal discrimination,0.1666666666666666
528,528,still air shit,0.1666666666666666
529,529,would abuser around neck stupid dick abuser,0.1666666666666666
530,530,well like exactly feel except dont want straight,0.1666666666666666
531,531,hate leaders learn eropeans learn americans better leaderswe electing good leadres electing criminals,0.1666666666666666
532,532,proud indian muslim,0.1666666666666666
533,533,lady barely speak english look upon people thats disgraceful,0.1666666666666666
534,534,probably first time ive seen someone looks like child pedophile time,0.1666666666666666
535,535,dont clean rubbish throw floor place looks mess,0.1666666666666666
536,536,violent fucking savages fuck think would happen wont thrown around continent responsibility preserve,0.1666666666666666
537,537,people represent islam,0.1666666666666666
538,538,girls pretty seriously autistic interesting experience happy autistic,0.1666666666666666
539,539,traditional german values germany unified late regional values traditions still rank higher modern german values,0.1666666666666666
540,540,resistance avenge women children killed us allies,0.1666666666666666
541,541,thing annoys noisy neighbours music,0.1666666666666666
542,542,mountain near black sea wonder called caucasian,0.1666666666666666
543,543,lady sitting left yellow jacket epitome smart retard,0.1666666666666666
544,544,girl glasses freaking cute whats channel,0.1666666666666666
545,545,fear approaching girl lesbian real youre spot want flirty everything back head always shes cool lesbian im pan kinda gave relationships women born women trans women quite time ago amount youre gon na leave guy constant sure like girls phase someone true im actually lesbian want admit bs much never worried another woman btw always either men questioning validity sexuality really quite sad exes really strong confident women except sexuality,0.1666666666666666
546,546,fact shes representing black lives seems kinda ironic lol shouldnt lives black ones clearly thinks race supirior even admits shes racist joking thats fact said whole video,0.1666666666666666
547,547,thats wrong even though disagree beliefs right put hands woman,0.1666666666666666
548,548,scripted right please let scripted real human would said things,0.1666666666666666
549,549,lot really dumb people one room wow,0.1666666666666666
550,550,girl pushed needs pay personally familys medical bills lol fair,0.1666666666666666
551,551,thank john sharing experience us people wan na say refugees stay strong although current president failing help washington dc protesting people suffered saved evil,0.1666666666666666
552,552,tell ship comfy electric chair kid,0.1666666666666666
553,553,syria war go back safe,0.1666666666666666
554,554,stupid dumb ass,0.1666666666666666
555,555,stop putting recommend wtf im gay,0.1666666666666666
556,556,words womens rights freedom responsibility mens rights responsibility serious,0.1666666666666666
557,557,proud mom wish allah give strong saying alhamdulillah husband son allah give mercy beautifull died supprising crying son husband die still alive jannah aamiin,0.1666666666666666
558,558,put wig run girls,0.1666666666666666
559,559,sink boats problem theyll soon get message,0.1666666666666666
560,560,should¬ä¬ôve set bug bomb locked,0.1666666666666666
561,561,seen way israelis treat palestinians slaughter weekly basis racist israelis point genocide,0.1666666666666666
562,562,racism nationalism nothing ignorance hence hate cruelty,0.1666666666666666
563,563,people autism nice,0.1666666666666666
564,564,people get views religion people opinion deeds focus business god people say islam peace thats wrong god didnt want mentioned anywhere,0.1666666666666666
565,565,homegrown animals infinitely preferable,0.1666666666666666
566,566,one people one nation end migration,0.1666666666666666
567,567,ok hell terrorist get guns ammos,0.1666666666666666
568,568,oh believe reasons romanticises suicide ultimate expression highdrama line sorry im gone terrible suicide scene disturbing way probably intended thank find difficult real cases mental illness taken seriously stupid fad,0.1666666666666666
569,569,true saudia arabia women freedom,0.1666666666666666
570,570,parents homophobes,0.1666666666666666
571,571,god cancer spreading,0.1666666666666666
572,572,let kids kids fucks sake,0.1666666666666666
573,573,nerdy guy polar express,0.1666666666666666
574,574,simple ask person theyre asian first words mouths anything yes asian,0.1666666666666666
575,575,killing seeing gays treated like,0.1666666666666666
576,576,islam christianity mixed centuries idea coexist ignorant idea,0.1666666666666666
577,577,us game called ten little indians know boring,0.1666666666666666
578,578,im gay fucking proud fuck bitches like people,0.1666666666666666
579,579,im bisexual im looking hook whatever havent come yet im scared really scared,0.1666666666666666
580,580,face used inside jackinthebox would epidemic children dying shock disgust,0.1666666666666666
581,581,winnie even tinnie flat chest would hire miss way,0.1666666666666666
582,582,takes year interviewing come basic conclusions brain washed damn,0.1666666666666666
583,583,im beginning doubt accuracy mean violent canadians thats absurd,0.1666666666666666
584,584,im asian immigrant came states growing living midwest experience lots racism last yrs didnt matter hard worked become doctor kind person much contributed society racism experienced purely based skin color accent hate say probably unpleasant experience minorities blacks hispanics even asians yes asians actually treat white customers respect asian customers,0.1666666666666666
585,585,would prefer phallic world,0.1666666666666666
586,586,would fucking kill jared leto,0.1666666666666666
587,587,think mental illness romanticized long time already take example emos tumblr think people really influenced famous people looks beautiful celebrities seem movie like life people want special end delusional,0.1666666666666666
588,588,see depression caused gain weight,0.1666666666666666
589,589,read title immediately ready kill,0.1666666666666666
590,590,like lady seems like role model men women open mind,0.1666666666666666
591,591,hate white flour white sugar two three white deaths,0.1666666666666666
592,592,get closet weekend friends,0.1666666666666666
593,593,totally relate actually hurts im also biracial white afroamerican,0.1666666666666666
594,594,huh kids like crazy eyes weird moves lurking around scary please mama creeper cuff sent asylum,0.1666666666666666
595,595,hit hit hit first defense,0.1666666666666666
596,596,head looks like big ass jelly bean,0.1666666666666666
597,597,shot kid shot effin kid boi better sleep one eye open imma whoop stupid little butt till wish never born ya withered shall avenged,0.1666666666666666
598,598,may wheelchair hes bad looking forget trolls dude,0.1666666666666666
599,599,valid point obese dont go public especially eat unless want see looks hear remarks lose weight dont want fat ass dont like look like change,0.1666666666666666
600,600,handsome woman eww,0.1666666666666666
601,601,guy low iq af,0.1666666666666666
602,602,gun shot ina yu head mercy,0.1666666666666666
603,603,glenn type korean dude im fucking love weird eyes,0.1666666666666666
604,604,get proper translators idiot didnt say,0.1666666666666666
605,605,germans need quit blaming atrocities committed nazis thing shame happening us past slavery stealing land indians people getting sick hearing shit left constantly saying bad white americans,0.1666666666666666
606,606,fuck corbyn die retire,0.1666666666666666
607,607,song thing im white ill say nigga word im singing songs im black person making uncomfortable ask stop would respect,0.1666666666666666
608,608,feminism islam spirit,0.1666666666666666
609,609,every time blonde lady talks loose twenty brain cells,0.1666666666666666
610,610,even getting surgery look like bomb ass bitchhh love hope you¬ä¬ôre recovering fast,0.1666666666666666
611,611,little sister know wearing clothes bitch tits,0.1666666666666666
612,612,people even care color persons skin sexuality movieits bloody movie,0.1666666666666666
613,613,kill people,0.1666666666666666
614,614,didnt know shitted coloured like could talk,0.1666666666666666
615,615,use ‚äútan‚äù ‚äúdark‚äù filter,0.1666666666666666
616,616,dessert human garbage coming eurabia,0.1666666666666666
617,617,deport fucking brainless worthless pieces shit freeloaders shot,0.1666666666666666
618,618,christianity mostly every religion told accept one another give respect doesnt mean u change ur religion ur opinion give ur respect equal u human,0.1666666666666666
619,619,call caitlyn jenner syndrome,0.1666666666666666
620,620,black women strong hell,0.1666666666666666
621,621,beautiful pink dress skin beautiful face pretty eyes sexy lips sexy lipstick perfect,0.1666666666666666
622,622,b bl bla blac black w wh whi white,0.1666666666666666
623,623,someone professionally diagnosed mental illnesses find disrespectful disgusting making profit making jokes different story though make jokes help cope theres line joking disrespectful,0.1666666666666666
624,624,anyone believes religion blindly lacks ability critically think really want follow rules made people critically think believe god values,0.1666666666666666
625,625,thats black people peaceful,0.1666666666666666
626,626,people brothers sisters humanity religions separate people unfortunately,0.1666666666666666
627,627,using slaves years stealing natural resources europe doesnt need let die,0.1666666666666666
628,628,aaah mothers fault guys dont know hard take care autistic kids huh,0.1666666666666666
629,629,im jewish enemy,0.1666666666666666
630,630,sons bitches,0.1607142857142857
631,631,get real fake fucking selves tell truth normal minded society ones discriminated pieces pig shit cant stand fake fucking cowards lie constantly much bitch honest,0.1525423728813559
632,632,responsible convincing girls pretty,0.1111111111111111
633,633,go fucking kill die already useless ugly pile shit scumbag,0.1034482758620689
634,634,fucking assholes,0.0909090909090909
635,635,incoming racist people,0.0389610389610389
636,636,war discrimination military necessitywhen korematsus case reached supreme court october attorneys government pointed constitutional war powers congress president government argued military must take steps necessary wage war successfully view president roosevelt war department general dewitt internment japanese issei nisei military necessityand assuming war isis rounding isis would raciston december supreme court decided uphold conviction korematsu majority ruled refusal leave prohibited military area consider constitutionality relocation camps justice hugo black writing majority fully accepted views general dewitt justice black also said korematsu forced home race military urgency situation,0.0377358490566037
637,637,drink bleach,0.0317460317460317
638,638,ive trying figure common american voter uniformed republican democrat years democrats slightest clue obama deported mexicans president history,0.0303030303030303
639,639,hide engine would get killedthat stupid way smuggle another country,0.0298507462686567
640,640,jon snow king north thank uploading one small complaint talking deporting illegal immigrants immigrants general title might mislead less informed,0.0263157894736842
641,641,life isnt wonderful room tells youre clearly alcoholic drink shit beer maybe stop wasting money shit like apple watch could afford clothes dont come walmart get someone mom cut hair,0.0188679245283018
642,642,make wan na hit gym thicker damn snicker dammit,0.0188679245283018
643,643,people come must able contribute society drain us must able support trade need people living rest us,0.0163934426229508
644,644,use time arrest murderers little kids,0.0
645,645,talk people different races different countries,0.0
646,646,look like kill bees fun,0.0
647,647,look like harry potter stayed stairs,0.0
648,648,look kinda dead inside parents must haved loved,0.0
649,649,grace composure rabid hyena,0.0
650,650,deserve way subscribers shit say fucking gold,0.0
651,651,see country fertile green need right governance,0.0
652,652,great brother abbie family changing world,0.0
653,653,brave manfor letting keep comments enabled,0.0
654,654,listen bill warner phdforemost expert islam,0.0
655,655,wtf teacher expelled thats way treat disabled kid specially autistic one,0.0
656,656,wtf thought one sibling,0.0
657,657,wow reason clicked make seconds,0.0
658,658,wow comments soo cruel people muslims like religions respect need rights muslims,0.0
659,659,wow voice reading best thing life,0.0
660,660,women equally strong men able defend,0.0
661,661,fuck would ask trump,0.0
662,662,censored todays generation get butt hurf offended easily u dont like keep walking use free country going toilet,0.0
663,663,dont games,0.0
664,664,watching,0.0
665,665,gives damn ability freedom b whoever fuck want b,0.0
666,666,ever disliked video ashamed selfs,0.0
667,667,white chocolate raspberry,0.0
668,668,squad complete shit pubg,0.0
669,669,find girlfriend,0.0
670,670,u two getting married kid mind,0.0
671,671,said  complete me lost shit,0.0
672,672,pain relief something must wrong,0.0
673,673,lift arms ‚äúboobs‚äù go away look like mosquito bites feel like trying ‚äòhot librarian look ended ‚äòold librarian look,0.0
674,674,kid never rough girls however scratched bitten pushed girls still small scar one incident,0.0
675,675,people going stop asking “ coming amp saying something ” sexually mentally emotionally abused child adult going understand reasons tell listen stop asking “ ” one reason victims dont come forward think bc one believe cases lot use like though situations different different types people involved reasons youre going listen stop asking youre choosing ignorant sexually abused comes psychological abuse etc forever changes youre forever damaged never undone instead looking victims group look story theyre thing damage done,0.0
676,676,handsome man marries man bite fingers,0.0
677,677,whats big deal mexico immigration laws policies deport people time nothing said done yet united states chooses enforce immigration laws policies people become shocked outraged,0.0
678,678,type question,0.0
679,679,happened rap right rap,0.0
680,680,episode number,0.0
681,681,civilized nice cops,0.0
682,682,bombs crazy go fuck dont talk shits,0.0
683,683,wonderful angel wife sooo beautiful inside nice man lady lady beautiful laughter ever heard whole life couple love made thankyou wonderful video,0.0
684,684,luck girl wish lucky,0.0
685,685,well looks like time another child,0.0
686,686,well comment sections pretty mental,0.0
687,687,well im woman born guatemala em dont see anything wrong guatemala,0.0
688,688,well walk right sun hand hand,0.0
689,689,taught kids hit anyone go window,0.0
690,690,arent allowed roast year olds,0.0
691,691,bodies spirit souls,0.0
692,692,way go dr peterson hit nail head,0.0
693,693,war go back home,0.0
694,694,wallmart employees cunts hate,0.0
695,695,wait tiger get shot,0.0
696,696,video games without cars awful piece shits,0.0
697,697,victimizing doesnt help,0.0
698,698,sad people young boy ceausescu fell romania inflation skyrocketed another level looks like end soon happen one richest country world venezuela largest resource oil world look qatar uae saudi arabia done miracles looks like enough oil know,0.0
699,699,ugh heart hurt talking troll comments hurt see love radiates,0.0
700,700,u r still beautiful still watching babe chat later dear lookin rock world saying babe,0.0
701,701,trump racist letting brave woman return,0.0
702,702,true heavy metal true feeling,0.0
703,703,transgenders protect fight,0.0
704,704,trace would ask rethink africa myth since africa theory proposed many discoveries prove modern humans existed parts world much earlier thought ooa theory proposed instance skeletal remains humans found asia many thousands years older oldest found african content amazes much information shows older humans elsewhere earth people still adhere falls narrative modern humans evolved african continent,0.0
705,705,say black lives matter racist statement blm organization racist group could quit hating white people turn energy towards community biggest group black oppressors might make difference,0.0
706,706,honest part lgbt community shoes hurts lot want treated way need see people church lgbt community going need notice people like,0.0
707,707,white people might read know black man criticize based color skin know good bad people colors good day god bless,0.0
708,708,video super helpful nice youre reading please stick us alright spent eight years hating point almost killing key word almost im still im glad stuck around take care please going get better youll want see love jack kati everyone lt,0.0
709,709,time tables turned,0.0
710,710,reminds husband rheumatoid arthritis permanent damage ankles could walk days recently husband caregiver home ra bad can¬ä¬ôt walk wheelchairs husband often pushes go can¬ä¬ôt walk canes everywhere cute lucky reassure he¬ä¬ôs lucky laugh,0.0
711,711,literally made emotional bi ass cry,0.0
712,712,theory whole thing michael strange yes circumstances growing didnt childhood believe trying child first time remember time happening wondering parents would let kids sleep michael strange adult sleeping kids know sure wouldnt didnt grow like michael jackson two men plenty time come michael choose tell dies families set whole time staying michaels house dont believe anything happened parents fault anyones would let kids sleep michael cost take michaels side since aint defend,0.0
713,713,fake u liar bastard ur actor u liar bastard,0.0
714,714,staged scene license plate truck refrigerated trailer look facts people cant drive commercial truck roads texas without dot cop pulling fooled whole thing doesnt add,0.0
715,715,guy gets nerves im christian transgirl bad,0.0
716,716,doesnt represent mental illness correctly doesnt randomly appear always present,0.0
717,717,documentary point helped class ty boy,0.0
718,718,actually makes angry people stupidly looking attention want make feel like important human earth nobody pretends cancer dangerous physical illness pretending “ depressed ” “ anxious ” nobody ever feel way way really feels mental disorder thats fact,0.0
719,719,must really suffering theyre throwing food ground pigeons,0.0
720,720,could shot legs one gets risk dying,0.0
721,721,calm patient police ever also bald police man get stabbed,0.0
722,722,forgetting russell crowe performance beautiful mind know schizophrenia spoton,0.0
723,723,days,0.0
724,724,videos may already feel long responses cut short given true voice would love produced fuller videos viewers really hear people say topics common among todays people its rewarding hear insight sides matter topic,0.0
725,725,boys grow people making fun hate parents ruining lives,0.0
726,726,theres anything refute massive cope lol,0.0
727,727,theres lot confusion malefemale vs masculinefeminine dont always line nobody seems ask many male female transexuals female male,0.0
728,728,isnt little land isnt inefficient land use arent restrictive land use policies many people,0.0
729,729,many errors xd,0.0
730,730,people choosing answer,0.0
731,731,veil isis also great song sword,0.0
732,732,pure misery mens eyes heart breaking god bless,0.0
733,733,problem people dont listen people feel people sides would actually listen one another would learn something,0.0
734,734,peaceful religions came india like buddhism jainism etc,0.0
735,735,guy guessing wheelchair sweet awh,0.0
736,736,girl thumbnail looks badass,0.0
737,737,girl dress reminds opal bird box,0.0
738,738,eye contact never lies,0.0
739,739,engagement ring story outrages,0.0
740,740,degree improvement amazing father donated stem cells uncle cured lymphoma stem cells future medicine,0.0
741,741,dark cloud side fully understand alter ego need accept youll deprived superpowers,0.0
742,742,blonde lady dude orange shirt quaking,0.0
743,743,people disliked salty stealing dates,0.0
744,744,thats problem one interfere way life someone unhappy try escape,0.0
745,745,thats hip hop sht bring today critical minds time one come ill racism oppression hate still much,0.0
746,746,thats terrible photo use,0.0
747,747,song fucking awesome,0.0
748,748,beautiful right hook ive seen hero,0.0
749,749,hair cut makes irresistible,0.0
750,750,guys chin strap bothers manidk,0.0
751,751,terrorists muslims using name islam,0.0
752,752,terrorism religion terrorism cancer need wipe rip victims,0.0
753,753,tell whose terrorists,0.0
754,754,technically isis ciaus creation,0.0
755,755,trex mated donkey,0.0
756,756,sweden cool,0.0
757,757,support gay pride,0.0
758,758,stop drinking cow milk people realize cow produce milk get pregnant people milk calf cant consume realize puss blood found milk milk grocery store milk rest powder water gross,0.0
759,759,stop war lead radiation chemicals killing earth share care sympathy empathy love needed world,0.0
760,760,statistics show support lemon agree think hes intelligent youre overwhelmingly ignorant dont blame thats facts,0.0
761,761,son greatest lesson teach dont tell troubles others tell ten people problem seven wont care two laugh behind back one tell deal,0.0
762,762,lyrics wrong,0.0
763,763,society fucked sure thats everyones fault,0.0
764,764,scroll readleave comment scroll back blue like thumbs goes away done times row hmm glitch youtube remove think leave video without checking happens lot channels like,0.0
765,765,sorry bombing attack manchester innocent people died,0.0
766,766,long lived mothers basement,0.0
767,767,slow cuts shots way fast,0.0
768,768,short answer murderer child molester natural choice,0.0
769,769,shes really courageous woman one impressive women ive ever listened appreciate film certainly wish continued success happiness definitely cut filmmaker especially person incrediblely remarkable woman,0.0
770,770,one tense,0.0
771,771,flawless omfg,0.0
772,772,salute woman hollywood human lady love,0.0
773,773,responsibility something needs grow inside everyone,0.0
774,774,relax somethingwink wink hahahahaha totally enjoying videos super yummy,0.0
775,775,red pill activism thing,0.0
776,776,read sentence slow,0.0
777,777,put speed good,0.0
778,778,pokemon best game ever,0.0
779,779,people keep racism im puertorican grandma native grandpa black mom mulata dad white im white skin green eyes flat nose big lips haha raze date gon na tell something love kind womens shapes curvy latinas white black asian arabian dnt know every single raze person different type beauty lets keep racism floor rise love humanity everybody personal choose dating whos attractive choose mix white black call mulatahappy life,0.0
780,780,people rights follow religion try force people following religion country running dictatorship hopefully soon change low international pressure,0.0
781,781,people hate people think ugly people think horrible person well guess ones name people,0.0
782,782,people scared change things dont know understand theres good bad every race religion culture,0.0
783,783,people individuals look character behavior obviously race meh tells genetic geographical trait thats,0.0
784,784,world ashamed west live knowledge nothing stop far late,0.0
785,785,omg macklemore iconic love,0.0
786,786,omg awesome much hate stay positive,0.0
787,787,omg lucas great kid big grow,0.0
788,788,okay first drag fetish inherently meant performance art mature form performance art literally grown ups playing dress yes highly sexualised anything catered adult audience think downright disgusting bring year old child drag convention literally companies booths selling sex toys progressive let kids perform seductively infront audience creepy,0.0
789,789,oh god fck im crying,0.0
790,790,politicians going wood chippers also police,0.0
791,791,shower two days bet smell like doritos mountain dew shameful sweat,0.0
